WS,WG,category,definition,gloss,uni_lemma
item_565,,descriptive_words,長い,Long,long
item_566,item_389,descriptive_words,ぬれた（濡れた）,Wet,wet
item_567,item_390,descriptive_words,ねむい,Sleepy,sleepy
item_568,item_391,descriptive_words,はやい,Fast,fast
item_569,,descriptive_words,病気,Sick,sick
item_570,,descriptive_words,へん（変）,Strange,strange
item_571,,descriptive_words,まずい,Bad_taste,yucky
item_572,item_392,descriptive_words,まるい（丸い）,Round,round
item_573,,descriptive_words,みどり（緑）,Green,green
item_574,,descriptive_words,むずかしい,Difficult,difficult
item_575,,descriptive_words,やさしい,Easy,easy
item_576,,descriptive_words,やわらかい（柔らかい）,Soft,soft
item_577,,descriptive_words,ゆっくり,Slowly,slowly
item_578,item_393,descriptive_words,悪い,Bad,bad
item_579,item_394,pronouns,あそこ,Overthere,there
item_580,item_395,pronouns,あっち,Overthere,there
item_581,,pronouns,あの,That,that
item_582,item_396,pronouns,あれ,That,that
item_583,,pronouns,あんた,You,you
item_584,,pronouns,あんな,Such,such
item_585,,pronouns,こう,Like_this,like this
item_586,item_397,pronouns,ここ,Here,here
item_587,item_398,pronouns,こっち,Here,here
item_588,,pronouns,この,This,this
item_589,item_399,pronouns,これ,This,this
item_590,,pronouns,こんな,Such,such
item_591,,pronouns,そう,So,so
item_592,item_400,pronouns,そこ,There,there
item_593,item_401,pronouns,そっち,Over_there,there
item_594,,pronouns,その,That,that
item_595,item_402,pronouns,それ,It,it
item_596,,pronouns,そんな,Such,such
item_597,item_403,pronouns,ぼく,I,I
item_598,,pronouns,ぼくの,My,my
item_599,item_404,pronouns,わたし,I,I
item_600,,pronouns,わたしの,My,my
item_601,,question_words,いつ,When,when (question)
item_602,item_405,question_words,だれ,Who,who
item_603,,question_words,どう,How,how
item_604,,question_words,どうして,Why,why
item_605,item_406,question_words,どこ,Where,where (question)
item_606,item_407,question_words,どっち,Which,which (question)
item_607,item_408,question_words,どれ,Which_one,which (question)
item_608,,question_words,なぜ,Why,why
item_609,item_409,question_words,なに,What,what
item_610,item_410,question_words,なんで,Why,why
item_611,,locations,あいだ,Between,between
item_612,item_411,locations,うえ（上）,Up,up
item_613,item_412,locations,うしろ（後ろ）,Behind,behind
item_614,,locations,うち（内）,Inside,inside
item_615,,locations,かど（角）,Horn,
item_616,item_413,locations,した（下）,Under,under
item_617,,locations,すみ（隅）,Corner,
item_618,item_414,locations,そと（外）,Outside,outside
item_619,,locations,そば,By_the_side,beside
item_620,,locations,近く,Near,near
item_621,,locations,つぎ（次）,Next,next
item_622,,locations,遠く,Far,far
item_623,item_415,locations,ところ・とこ,Place,place
item_624,,locations,となり（隣り）,Next_to,next to
item_625,item_416,locations,なか（中）,Center,middle
item_626,,locations,はし（端）,End,end
item_627,item_417,locations,反対,Opposite,opposite
item_628,,locations,左,Left,
item_629,,locations,ふち（縁）,Edge,
item_630,item_418,locations,まえ（前）,Before,before
item_631,,locations,まわり,Around,around
item_632,item_419,locations,まん中,Middle,middle
item_633,,locations,右,Right,right
item_634,item_420,locations,むこう（向こう）,Over_there,
item_635,item_421,locations,よこ（横）,Beside,beside
item_636,,locations,わき,Side,side
item_637,,quantifiers,いち,One,one
item_638,,quantifiers,いちばん（一番）,First,first
item_639,,quantifiers,いっかい（一回）,Once,once
item_640,item_422,quantifiers,いっしょ（一緒）,Together,together
item_641,item_423,quantifiers,いっぱい,Full,full
item_642,,quantifiers,同じ,Same,same
item_643,,quantifiers,ぜんぶ（全部）,All,all
item_644,,quantifiers,たくさん,Lots,a lot
item_645,,quantifiers,ちょっと,A_little,a little
item_646,item_424,quantifiers,なし,None,none
item_647,,quantifiers,半分,Half,half
item_648,item_425,quantifiers,ひとつ,One,one
item_649,,quantifiers,ほかの,Other,other
item_650,item_426,quantifiers,みんな,Everyone,everyone
item_651,item_427,quantifiers,もういっかい,Again,again
item_652,item_428,quantifiers,もうひとつ・もひとつ,Another,another
item_653,item_429,quantifiers,もっと,More,more
item_654,,connecting_words,そして,And,and
item_655,,connecting_words,だから,So,so
item_656,,connecting_words,だけど,However,however
item_657,,connecting_words,だって,Because,because
item_658,,connecting_words,でも,But,but
item_659,,connecting_words,もしも,If,if
item_660,item_430,sounds2,エンエン（泣く）,Cry,
item_661,item_431,sounds2,おてて（お手々）,Hand,
item_662,item_432,sounds2,おんぶ,Piggyback_ride,
item_663,item_433,sounds2,カーカー（カラス）,Caw_caw,
item_664,item_434,sounds2,きれいきれい,Clean_up,
item_665,item_435,sounds2,クック（靴）,Shoes,
item_666,item_436,sounds2,ぐるぐる,Spin,
item_667,item_437,sounds2,ごっつん,Hit_head,
item_668,item_438,sounds2,ジャー（水などこぼす時）,Spill_water,
item_669,item_439,sounds2,ジージ・ジジ（祖父）,Grandfather,
item_670,item_440,sounds2,ジージ（字）,Writing,
item_671,item_441,sounds2,シーシ（おしっこ）,Pee,
item_672,item_442,sounds2,タイタイ・おとと（魚）,Fish,
item_673,item_443,sounds2,だっこ,Hold_me,
item_674,item_444,sounds2,ちゃんこ（おすわり）,Sitting,
item_675,item_445,sounds2,チューチュー（ねずみ）,Squeak,
item_676,item_446,sounds2,チュンチュン（鳥）,Little_bird,
item_677,item_447,sounds2,チョキチョキ（はさみ）,Scissors,
item_678,item_448,sounds2,ないない（片づけ）,Clean_up,
item_679,item_449,sounds2,ネンネ,Sleep,
item_680,item_450,sounds2,バーバ・ババ（祖母）,Grandmother,
item_681,item_451,sounds2,パカパカ（馬）,Horse,
item_682,item_452,sounds2,パクパク（食べる時）,Eat,
item_683,item_453,sounds2,ぴよぴよ（ひよこ）,Chirp,
item_684,item_454,sounds2,ブーブー（豚）,Oink,oink
item_685,item_455,sounds2,ブーン（飛行機）,Airplane,
item_686,item_456,sounds2,ポーン（投げる）,Throw,
item_687,item_457,sounds2,ポンポン（おなか）,Stomach,
item_688,item_458,sounds2,マンマ（食べ物）,Food,
item_689,item_459,conversations,あっ,Ah,
item_690,item_460,conversations,あのね,Well,
item_691,item_461,conversations,あれっ・あら,What?,
item_692,item_462,conversations,いいよ,OK,ok
item_693,item_463,conversations,いや,Disagreeable,
item_694,item_464,conversations,ううん（打ち消し）,No,no
item_695,item_465,conversations,うん（返事として）,Yup,
item_696,item_466,conversations,えっと・ええと,Um,
item_697,item_467,conversations,そうそう,Oh_yeah,
item_698,item_468,conversations,ねえ,Hey,
item_699,item_469,conversations,ほら,You_see,
item_700,item_470,conversations,もしもし,Hello,hello
item_701,item_471,conversations,やだ・いやだ,No,no
item_702,item_472,conversations,ん（間をとるのに）,Hmm,
item_703,item_473,others,あった（見つけた時に）,Found_it,
item_704,item_474,others,おいで,Come_here,
item_705,item_475,others,カンパーイ（乾杯）,Cheers,
item_706,item_476,others,こんど,Next_time,
item_707,item_477,others,しまう,Store,
item_708,item_478,others,また,Also,also
item_709,item_479,others,もう,Already,already
item_710,item_480,others,よいしょ,Heave_ho,
item_711,item_481,others,よしよし,There_there,
