WS,WG,category,definition,gloss,uni_lemma
item_642,,quantifiers,cap...645,none,none
item_643,,quantifiers,dos,two,two
item_644,item_415,quantifiers,el,the,the
item_645,,quantifiers,els,the,the
item_646,item_417,quantifiers,la,the,the
item_647,,quantifiers,les,the,the
item_648,,quantifiers,gens,few,few
item_649,item_418,quantifiers,mes,more,more
item_650,,quantifiers,(una) mica,a little,a little
item_651,item_419,quantifiers,molt/s,a lot,a lot
item_652,,quantifiers,ningu,no one,no one
item_653,,quantifiers,no hi ha,there is not,
item_654,item_423,quantifiers,poc/s,little (amount),little (amount)
item_655,,quantifiers,quatre,four,four
item_656,,quantifiers,res,nothing,nothing
item_657,,quantifiers,tambe,too,too
item_658,,quantifiers,tampoc,neither,
item_659,item_421,quantifiers,tots/es,all,all
item_660,item_420,quantifiers,tot,all,all
item_661,item_422,quantifiers,tres,three,three
item_662,item_424,quantifiers,un,one,one
item_663,item_425,quantifiers,una,one,one
item_664,,quantifiers,unes,some,some
item_665,,quantifiers,uns,some,some
item_666,,helping_verbs,anar2,go,go
item_667,,helping_verbs,estar2,be,be
item_668,,helping_verbs,haver,have,have
item_669,,helping_verbs,poder2,can (auxiliary),can (auxiliary)
item_670,,helping_verbs,voler2,want,want
item_671,,connecting_words,despres2,then,then
item_672,,connecting_words,i,and,and
item_673,,connecting_words,llavors/aleshores,then,then
item_674,,connecting_words,pero,but,but
item_675,,connecting_words,perque,because,because
item_676,,connecting_words,que3,that,
item_677,,connecting_words,sino,but,but
item_678,,connecting_words,tambe2,also,also
,item_6,sounds,eh,huh,
,item_9,sounds,nino-nino (sirena),nee naw,
,item_13,sounds,ring-ring,ring ring,ring ring
,item_14,sounds,tic-tac,tick tock,tick tock
,item_22,animals,cocodril,crocodile,crocodile
,item_26,animals,esquirol,squirrel,squirrel
,item_34,animals,llop,wolf,wolf
,item_35,animals,lloro,parrot,parrot
,item_43,animals,periquito,parakeet,parrot
,item_45,animals,pollet,chicken (animal),chicken (animal)
,item_55,vehicles,cotxet,stroller,stroller
,item_57,vehicles,patinet,scooter,scooter
,item_61,toys,cubs,blocks,blocks
,item_62,toys,flauta,flute,
,item_65,toys,gronxador,swing (toy),swing (object)
,item_113,clothing,jaqueta,jacket,jacket
,item_122,clothing,vestit,dress,dress (object)
,item_128,body_parts,cara,face,face
,item_158,furniture_rooms,ordinador,computer,computer
,item_169,household,bossa,bag,bag
,item_174,household,comandament,remote control,remote control
,item_233,people,germa/germana,brother/sister,sibling
,item_241,people,nom propi3,person's name,
,item_251,games_routines,a vestir,to wear,
,item_253,games_routines,un altre cop/vegada,once again,
,item_262,games_routines,estigues quiet,be quiet,
,item_263,games_routines,gracies,thank you,thank you
,item_270,games_routines,no n'hi ha,there isn't,
,item_274,games_routines,shhh,shh,shh
,item_276,games_routines,"un, dos i tres","one, two, and three",
,item_312,action_words,pegar,hit,hit
,item_325,action_words,tirar,throw,throw
,item_339,time_words,tarda,afternoon,afternoon
,item_352,descriptive_words,ensurt/susto,scared,scared
,item_380,pronouns,aquell/a,that,that
,item_381,pronouns,aquells/es,those,those
,item_382,pronouns,aquest/a,this,this
,item_383,pronouns,aquests/es,these,these
,item_384,pronouns,ell/a,he/she,3SG
,item_385,pronouns,ells/es,they,3PL
,item_390,pronouns,meu/meva,my,1SG.POSS
,item_391,pronouns,meus/meves,my,1SG.POSS
,item_393,pronouns,mi,me,1SG
,item_395,pronouns,teu/teva,your,2SG.POSS
,item_396,pronouns,teus/teves,your,2SG.POSS
,item_408,locations,a sobre,on/above,on
,item_416,quantifiers,gens/res,any/nothing,any
