WS,WG,category,definition,gloss,uni_lemma
item_483,item_324,people,اخت,Sister ,sister
item_484,item_311,people,ولد ,Boy ,boy
item_485,item_318,people,ناس,People ,people
item_486,item_325,people,اخ,Brother ,brother
item_487,item_312,people,بنت,Girl ,girl
item_488,item_319,people,عم,Uncle (paternal uncle),uncle
item_489,,people,طبيب/دكتور,Doctor ,doctor
item_490,,people,معلمة,Teacher (female),teacher
item_491,item_320,people,عمّة,Aunt (paternal aunt),aunt
item_492,item_327,people,(اسم الطفل),Baby’s own name ,child's own name
item_493,item_326,people,أطفال,Children ,children
item_494,item_313,people,خال,Uncle (maternal uncle),uncle
item_495,,people,سائق,Driver ,driver
item_496,,people,مهرج,Clown ,clown
item_497,,people,رجال مطافي,Firefighters  ,firefighter
item_498,,people,صديق,Friend,friend
item_499,,people,حلاق,Barber ,barber
item_500,item_317,people,ممرضة,Nurse ,nurse
item_501,,people,شخص,Person ,person
item_502,,people,حارس,Guard  ,
item_503,,people,استاذ,Teacher (male),teacher
item_504,,people,ابلة,Teacher (female),teacher
item_505,item_328,games_routines,الصلاة,Prayer,
item_506,item_341,games_routines,تصبح على خير,Good night ,good night
item_507,item_354,games_routines,بوسة,Kiss ,kiss
item_508,item_329,games_routines,الأذان,Call for prayer ,
item_509,item_342,games_routines,لا تفعل/ لاتسوي,Do not do ,don't
item_510,item_355,games_routines,غذاء (غدا),Lunch ,lunch
item_511,item_330,games_routines,هيا/ ياللا,Let’s go ,
item_512,,games_routines,طير الحمامة,A finger game/ lullaby?,
item_513,,games_routines,الحمدلله,Thank god ,
item_514,item_331,games_routines,نروح السوق,We go shopping ,
item_515,item_344,games_routines,صغير و عاقل,A finger game,
item_516,item_357,games_routines,عشاء (عشا),Dinner ,dinner
item_517,item_332,games_routines,كفّك,Give me five ,give me five
item_518,item_345,games_routines,العنكبوت النونو,Incy wincy spider (finger game),
item_519,item_358,games_routines,صفق (صفقة),Clap ,clap
item_520,item_333,games_routines,سأمسك بك/ سأمسكك,Gonna get you!,gonna get you
item_521,item_346,games_routines,قيلولة (غفوة/ نام),Nap ,nap
item_522,item_359,games_routines,أهلا, Hi,welcome
item_523,item_334,games_routines,اروح الحمام,Go potty,go potty
item_524,,games_routines,شكرا,Thank you ,thank you
item_525,item_360,games_routines,مرحبا,Marhaba,
item_526,,games_routines,لعبة كيك القوالب/ سكر- مكر (لعبة التصفيق  تبادليا  باليد),Patty Cake,pattycake
item_527,,games_routines,عفوا,Welcome  ,welcome
item_528,item_361,games_routines,انتظر ( استنى),Wait ,wait
item_529,item_336,games_routines,(ياللا) نوم,Time to sleep ,
item_530,,games_routines,دور (دوران),Turn around ,turn around
item_531,,games_routines,كبير مرة,So big,so big
item_532,item_337,games_routines,بسم الله,In the name of Allah,
item_533,item_350,games_routines,اتيه/ بيكا بو/ واء,Peekaboo,peekaboo
item_534,item_363,games_routines,الوه ,Hello (on phone),hello
item_535,item_338,games_routines,حمام (ترويش/ استحم),Taking a shower ,
item_536,item_351,games_routines,اديني/ اعطيني/ هات,Give me ,give me
item_537,,games_routines,صلى الله عليه وسلم,Peace be upon him (the prophet) ,
item_538,,games_routines,هدف/ جول,Scoring a goal ,
item_539,item_352,games_routines,الله اكبر,Allah is the greatest,
item_540,item_353,games_routines,اهدأ,Calm down ,
item_541,,games_routines,لو سمحت/ ممكن ( الله يخليك),Please ,please
item_542,item_339,games_routines,(باي باي/ باي) مع السلامة,Bye bye ,bye
item_543,item_340,games_routines,زغروطة/ زغريطة,Ululation ,
item_544,item_362,games_routines,نعم/ حاضر (ايوة/ ايوا),Yes,yes
item_545,,games_routines,افطار (فطور/ صبوح),Breakfast ,breakfast
item_546,item_364,games_routines,لعبة غميمة/ ستغماية/ غميضة,Hide and seek ,hide and seek
item_547,item_348,games_routines,(دوها يا دوها),A lullaby ,
item_548,item_335,games_routines,يتصل,Calling ,call on phone
item_549,item_349,games_routines,لا,No ,no
item_550,,games_routines,العصايا,A game?,
item_551,item_347,games_routines,تبغى,want,want
item_552,item_356,games_routines,عطسة,Sneeze ,sneeze
item_553,,games_routines,غدا (بكرة),Tomorrow ,tomorrow
item_554,item_343,games_routines,امس (البارحة),Yesterday ,yesterday
item_555,item_365,action_words,انام/ ينام,Sleep ,sleep
item_556,item_385,action_words,أعطيني/ هات,Give ,give
item_557,item_405,action_words,أنظف/ ينظف,Clean ,clean (action)
item_558,item_366,games_routines,أريد (يبى/ يبغى)/ يريد,Want ,want
item_559,item_386,action_words,اتخبط/ يتخبط/ ينضرب,Get hit ,
item_560,item_406,action_words,أمسح/ يمسح,Wipe ,erase
item_561,item_367,action_words,أعض/ يعض,Bite ,bite
item_562,,action_words,اشتري/ يشتري,Buy ,buy
item_563,item_407,action_words,أرمي/ يرمي,Throw ,throw
item_564,item_368,action_words,أجيب/ يجيب,Bring ,bring
item_565,,action_words,اقص/ يقص,Cut ,cut
item_566,item_409,action_words,أوقظ/ يوقظ (صحيته),Wake up ,wake
item_567,item_369,action_words,أبوس/  يبوس,Kiss ,kiss
item_568,item_389,action_words,أجري/ يجري/ يركض,Run ,run
item_569,item_410,action_words,اقفز/ يقفز (نط),Jump ,jump
item_570,,action_words,أعجب/ يعجب,Like ,like
item_571,item_390,action_words,اصفق/ يصفق,Clap ,clap
item_572,item_411,action_words,أغسل/ يغسل,Wash ,wash
item_573,item_371,action_words,ألعب/ يلعب,Play ,play
item_574,,action_words,اطلع/ يطلع,Go out ,go out
item_575,,action_words,أشتغل/ يشتغل,Work ,work (action)
item_576,item_372,action_words,يصب,Pour ,pour
item_577,item_392,action_words,أنشف/ ينشف/ يجفف,Dry ,dry
item_578,item_413,action_words,احضن/ يحضن,Hug ,hug
item_579,item_373,action_words,أأكل/ يأكل),Eat,eat
item_580,item_393,action_words,أقيس/ يقيس,Measure ,measure
item_581,item_414,action_words,اغني/ يغني,Sing ,sing
item_582,item_374,action_words,أتكلم/ يتكلم,Speak ,speak
item_583,item_394,action_words,اسمع/ يسمع,Hear ,hear
item_584,item_415,action_words,أكنس/ يكنس,Sweep ,vacuum
item_585,item_375,action_words,اقول/ يقول,Say ,say
item_586,item_395,action_words,أرقص/ يرقص,Dance ,dance
item_587,item_416,action_words,أسكب (اكب)/ يسكب (يكب),Spill ,spill
item_588,,action_words,أقدر/ يقدر/ يستطيع,Can ,can
item_589,item_396,action_words,أحضر (أجي)/ يحضر (يجي),Come ,come
item_590,,action_words,أرج/ اخض يرج/ يخض,Shake ,shake
item_591,item_377,action_words,أختار/ يختار,Choose ,choose
item_592,item_397,action_words,أشارك ( أتعاون)/ يشارك (يتعاون),Share/ Collaborate ,share
item_593,,action_words,أدهن/ يدهن (يزيت),Spread ,spread
item_594,,action_words,أكتب/ يكتب,Write ,write
item_595,item_398,action_words,ألعق (الحس)/ يلعق (يلحس),Lick ,lick
item_596,item_419,action_words,أتزحلق/ يتزحلق,Slide ,slide
item_597,,action_words,أقرأ/ يقرأ,Read ,read
item_598,,action_words,ارسم/ يرسم,Draw ,draw
item_599,item_420,action_words,ادفع (ادف)/ يدق,Push ,push
item_600,item_380,action_words,أعيد/ يعيد/ يرجج,Return ,return
item_601,item_399,action_words,أسوق (يسوق),Drive ,drive
item_602,,action_words,اطبخ/ يطبخ,Cook ,cook
item_603,item_381,action_words,يجري وراءه,Chase/ run after,chase
item_604,,action_words,استخبى/ يستخبي,Hide ,hide
item_605,,action_words,اغطي/ يغطي,Cover ,cover (action)
item_606,item_382,action_words,أكره/ يكره ( ما يحب),Hate ,hate
item_607,item_401,action_words,أدغدغ/ يدغدغ,Tickle ,tickle
item_608,item_423,action_words,اطرطش/ يطرطش,Splash ,splash
item_609,item_383,action_words,(ايس حقيقي)/ يعني يعني/ قلك قلك,pretend,pretend
item_610,item_402,action_words,أسوك (أفرش)/ يسوك (يفرش)/ ينظف,Brush (teeth),brush (action)
item_611,item_424,action_words,اقفل (يقفل)/ يغلق (يصك/ يسكر),Close ,close
item_612,,action_words,لقيه (وجده)/ يلاقي (يجد),Find ,find
item_613,item_403,action_words,أتذوق (ادوق)/ يتذوق (يطعم/ يدوق),Taste ,taste
item_614,item_457,action_words,اسحب (أشد)/ يسحب (يشد/ يجر),Pull ,pull
item_615,item_425,action_words,أطرق (أدق)/ يطرق (يدق),Knock ,knock
item_616,item_404,action_words,أسب (يسب),Curse ,
item_617,item_458,action_words,ألون/ يلون,Color ,color (action)
item_618,item_426,action_words,أروح/ يروح (يخرج),Leave/ go,leave
item_619,item_441,action_words,أضرب (يضرب),Hit ,hit
item_620,item_454,action_words,امتلك (حقه)/ يمتلك (حقه),Own ,
item_621,item_427,action_words,ألبس/ يلبس,Wear ,wear
item_622,item_440,action_words,أتفرج (يتفرج),Watch ,watch (action)
item_623,,action_words,أرمي (يرمي),Throw ,throw
item_624,,action_words,أفكر/ يفكر,Think ,think
item_625,item_442,action_words,أقشر (يقشر),Peel ,peel
item_626,item_460,action_words,أداعب(الاعب)/ يداعب (يلاعب),Play with,play
item_627,item_429,action_words,أصنع/ يصنع (يسوي),Make  ,make
item_628,item_443,action_words,أطير (يطير),Fly ,fly (action)
item_629,item_461,action_words,آخذ/ يأخذ (ياخد)/ خذ,Take ,take
item_630,item_430,action_words,أصلي/ يصلي,Pray ,
item_631,item_444,action_words,اعطس (يعطس),Sneeze ,sneeze
item_632,,action_words,انزل/ ينزل,Go down ,go down
item_633,,action_words,أفلح/ يفلح,Leave/ go out,leave
item_634,item_445,action_words,أطل (يطل),Look ,look
item_635,item_463,action_words,ادخل/ يدخل,Enter ,enter
item_636,item_432,action_words,أنادي/ ينادي,Call ,call
item_637,item_446,action_words,اتصل (يتصل),Call (on phone),call
item_638,item_464,action_words,أنجرح (اتعور)/ ينجرح (يتعور),Get hurt (injury),
item_639,item_433,action_words,أسبح/ يسبح,Swim ,swim
item_640,item_447,action_words,عشان,Because/ for,
item_641,,action_words,اساعد/ يساعد,Help ,help
item_642,,action_words,اطيح/ يطيح,Fall down ,fall down
item_643,item_428,action_words,يتساقط/ يتناثر,fall/ scatter ,fall
item_644,item_466,action_words,أحك/ يحك,Scratch ,scratch
item_645,item_434,action_words,أحب/ يحب,Love ,like
item_646,item_421,action_words,أمشي/ يمشي,Walk ,walk
item_647,,action_words,انتبه/ ينتبه,Be alert/ take caution ,
item_648,item_435,action_words,احصل على/ يحصل على,Get ,get
item_649,item_449,action_words,اصقع/ يصقع,Crash by/ hit something by accident ,hit
item_650,item_468,action_words,أكل/ يأكل (ياكل),Eat ,eat
item_651,item_436,action_words,افتح/ يفتح/ يفك,Open ,open
item_652,,action_words,أعرف/ بعرف,Know ,know
item_653,,action_words,أذاكر/ يذاكر,Study ,study
item_654,,action_words,أوقف/ وقف,Stop ,stop
item_655,item_451,action_words,أرش موية/ يرش موية,Spray,spray
item_656,,action_words,أكبس/ يكبس,Press ,press
item_657,,action_words,أوري/ يوري/ وريني وريني,Show ,show
item_658,item_452,action_words,أسلم/ يسلم,Say hi ,greet
item_659,item_471,action_words,أضحك/ يضحك,Laugh ,laugh
item_660,,action_words,انتظر (استنى)/ ينتظر (يستنى),Wait ,wait
item_661,,action_words,أكون/ يكون,Be ,be
item_662,item_455,action_words,أنوم/ ينوم,Put to sleep,
item_663,item_438,action_words,أقول آآآ/ يقول آآآ,Say a a a a a,
item_664,item_465,action_words,أكسر/  يكسر,Break ,break
item_665,,action_words,أقطع/ يقطع,Cut ,cut
item_666,,action_words,اصدم/ يصدم ب/ يصدم,Hit something (by accident),hit
item_667,,action_words,اخرج/ يخرج,Get out ,get out
item_668,item_472,action_words,ابتسم/ يبتسم,Smile ,smile
item_669,,action_words,أطلع/ يطلع,Go upstairs ,
item_670,item_378,action_words,اركِب/ يُركِب,Build ,build
item_671,item_459,action_words,أمرجح/ يمرجح,Swing (causative) ,swing (action)
item_672,,action_words,أنزل/ ينزل,Go down ,go down
item_673,item_439,action_words,هات/ اديني,Give me ,give me
item_674,item_456,action_words,أضع (أحط)/ يضع (يحط),Put ,put
item_675,item_470,action_words,أجلس/ يجلس/ يقعد,Sit down ,sit
item_676,item_450,action_words,امسك/ يمسك,Hold/ catch,hold
item_677,,action_words,أشوت/ يشوت,Kick ,kick
item_678,item_469,action_words,أركب/ يركب,Ride,get on
item_679,,action_words,اُكسِر/ يُكسِر,Break ,break
item_680,,action_words,أافركش/ يفركش,Cancel ,
item_681,item_448,action_words,أخلص/ يخلص/ ينتهي,Finish ,finish
item_682,item_431,action_words,أبكي/ يبكي,Cry ,cry
item_683,,action_words,أسقط (أطيح)/ يسقط (بطيح),Fall down ,fall down
item_684,item_437,action_words,أشرب/ يشرب,Drink ,drink
item_685,item_422,action_words,أشم/ يشم,Smell ,smell
item_686,item_400,action_words,أتفخ/ ينفخ,Blow ,blow
item_687,,action_words,أصلح/ يصلح,Fix ,fix
item_688,,action_words,أوقف/ يوقف,Stop ,stop
item_689,,action_words,أمشي/ يمشي,Walk.2,walk
item_690,item_379,action_words,انظر (اشوف)/  ينظر (يشوف),look / see ,look
item_691,item_418,action_words,أسرع/ يسرع/ بسرعة,Hurry ,hurry
item_692,,action_words,أبني/ يبني,Build ,build
item_693,item_384,action_words,أتمرجح/ يتمرجح (يتمردح),Swing ,swing
item_694,item_417,action_words,يتوقف/ كفاية/ خلاص / وقف (بس),Stop / enough / that is it,stop
item_695,item_376,action_words,أحمل/ أرفع (أشيل)/ يحمل/ يرفع (يشيل),Carry ,hold
item_696,item_412,action_words,أكح/ يكح,Cough,cough
item_697,item_388,action_words,أمخط/ يمخط,Blow nose ,
item_698,item_408,action_words,أبصق (أتفل)/ يبصق (يتفل),Spit ,spit
item_699,item_370,action_words,لدي (عندي),I have ,have
item_700,item_387,action_words,تعال,Come (imperative),come
item_701,item_473,descriptive_words,حلو/ زين,Nice ,nice
item_702,,descriptive_words,مبلول/ مبلل,Wet ,wet
item_703,,descriptive_words,اصفر,Yellow ,yellow
item_704,item_474,descriptive_words,نايم,Asleep ,asleep
item_705,item_479,descriptive_words,ناشف/ جاف,Dry ,dry
item_706,item_484,descriptive_words,برتقالي,Orange ,orange
item_707,,descriptive_words,ذوق,Having good taste,tasty
item_708,item_480,descriptive_words,ثقيل,Heavy ,heavy
item_709,,descriptive_words,ازرق,Blue ,blue
item_710,item_476,descriptive_words,كبير,Big ,big
item_711,item_481,descriptive_words,خفيف,Light ,light
item_712,,descriptive_words,زهري/ بمبي,Pink ,pink
item_713,item_477,descriptive_words,سريع,Fast ,fast
item_714,,descriptive_words,طويل,Tall ,tall
item_715,,descriptive_words,نحيف,Thin ,thin
item_716,,descriptive_words,بطئ,Slow ,slow
item_717,,descriptive_words,قصير,Short ,short
item_718,item_510,descriptive_words,قليل/شوية,Little ,little
item_719,item_489,descriptive_words,فاضي/ فارغ,Empty ,empty
item_720,item_500,descriptive_words,منتبه/حذر/ انتبه,Alert ,alert
item_721,item_511,descriptive_words,عطشان/ ظميان,Thirsty ,thirsty
item_722,,descriptive_words,اول,First ,first
item_723,,descriptive_words,أخير,Final/ last,last
item_724,item_512,descriptive_words,صغير,Small ,young
item_725,,descriptive_words,ثاني,Second ,
item_726,,descriptive_words,مصلح/ متصلح,Fixed ,fixed
item_727,,descriptive_words,ناعم,Soft (smooth),soft
item_728,,descriptive_words,زعلان/ حزين,Sad ,sad
item_729,item_503,descriptive_words,وسخ/ متسخ/ موسخ/ قذر,Dirty ,dirty
item_730,item_514,descriptive_words,وحش/ مو حلو/ مو زين/ معفن,Ugly ,ugly
item_731,item_492,descriptive_words,حار (حامي),Hot ,hot
item_732,item_504,descriptive_words,ابيض,White ,white
item_733,item_515,descriptive_words,نعسان,Sleepy ,sleepy
item_734,item_493,descriptive_words,نظيف,Clean ,clean (description)
item_735,item_505,descriptive_words,احمر,Red ,red
item_736,,descriptive_words,سمين (دبة),Fat ,fat
item_737,,descriptive_words,فاتح,Light in color ,
item_738,,descriptive_words,اخضر,Green ,green
item_739,,descriptive_words,غامق,Dark ,dark
item_740,item_495,descriptive_words,اسود,Black ,black
item_741,item_507,descriptive_words,بارد/ صاقع,Cold ,cold
item_742,item_518,descriptive_words,فرحان/ مبسوط,Happy ,happy
item_743,item_496,descriptive_words,مليان,Full ,full
item_744,,descriptive_words,قاسي,Hard ,hard
item_745,item_519,descriptive_words,مشاغب/ شقي/ شيطان,Naughty ,naughty
item_746,item_497,descriptive_words,سيئ,Bad ,bad
item_747,item_509,descriptive_words,خائف,Scared ,scared
item_748,,descriptive_words,مريض,Sick  ,sick
item_749,item_498,descriptive_words,يخ/ كخ,Yuck (To express disgust),
item_750,,descriptive_words,منتهي,Expired/ finished ,
item_751,,descriptive_words,كبير في السن,Elderly/ old in age,old
item_752,item_520,descriptive_words,مقرف/  يع,Disgusting/ Yuck,disgusting
item_753,,descriptive_words,بردان,Cold ,cold
item_754,item_508,descriptive_words,عجوز/ شيبه,Elderly/ old in age,old
item_755,item_494,descriptive_words,مزعج,Annoying ,noisy
item_756,item_506,descriptive_words,قديم,Old ,old
item_757,item_517,descriptive_words,فقير,Poor ,poor
item_758,,descriptive_words,احسن/ أحلى,Better / nicer ,
item_759,,descriptive_words,بنّي,Brown ,brown
item_760,,descriptive_words,لذيذ,Yummy ,yummy
item_761,,descriptive_words,عالي/ مرتفع,High ,high
item_762,item_516,descriptive_words,جائع (جيعان),Hungry ,hungry
item_763,,descriptive_words,اتعور,Got hurt ,
item_764,,descriptive_words,عالي (الصوت),Loud ,loud
item_765,item_513,descriptive_words,مجنون,Crazy ,crazy
item_766,,descriptive_words,جديد,New ,new
item_767,,descriptive_words,هدوء,Quietness,quiet
item_768,,descriptive_words,بدق (يلزق/ يلصق),Sticky ,sticky
item_769,item_502,descriptive_words,طري (لين),Soft (not firm),soft
item_770,,descriptive_words,كثير,A lot ,a lot
item_771,item_501,descriptive_words,ملّون,Colorful ,
item_772,item_491,descriptive_words,متعب (تعبان),Tired ,tired
item_773,item_490,descriptive_words,يعور/ أح,(it) hurts,
item_774,item_499,descriptive_words,شاطر,Good boy/ Good girl ,
item_775,item_488,descriptive_words,شيطان,Naughty ,naughty
item_776,,descriptive_words,صعب,Difficult ,difficult
item_777,,descriptive_words,حران,Feeling hot ,
item_778,,descriptive_words,كويس,Good ,good
item_779,,descriptive_words,مكسور/ محطم,Broken/ destroyed,broken
item_780,item_487,descriptive_words,عيب,Brings shame,
item_781,,descriptive_words,طيب,Kind,
item_782,,descriptive_words,كلهم راحوا,They all left ,
item_783,,descriptive_words,مؤدب,Well behaved/ well-mannered ,
item_784,item_482,descriptive_words,ظلام/ مظلم,Dark ,dark
item_785,item_475,descriptive_words,فهيقة,Hiccup ,
item_786,item_485,descriptive_words,كحة,Cough ,
item_787,item_486,descriptive_words,عطسه,Sneeze ,
item_788,item_478,descriptive_words,تفلان,Saliva ,
item_789,item_483,descriptive_words,مخطان,Mucus ,
item_790,,time_words,يوم,Day ,day
item_791,,time_words,ليل (مساء),Night/ evening ,night
item_792,,time_words,غداْ (بكرة),Tomorrow ,tomorrow
item_793,,time_words,فيما  بعد (بعدين),Later ,later
item_794,,time_words,الصباح,Morning ,morning
item_795,,time_words,الليلة,Tonight ,tonight
item_796,,time_words,صباح,Morning ,morning
item_797,,time_words,اليوم,Today ,today
item_798,,time_words,قبل,Before ,before
item_799,,time_words,بعد,After ,after
item_800,,time_words,الوقت,Time ,time
item_801,,time_words,البارحة (أمس),Yesterday/ last night,yesterday
item_802,,time_words,الآن (دحين)/ ذلحين (الحين),Now ,now
item_803,,question_words,كيف,How ,how
item_804,item_523,question_words,مين,Who ,who
item_805,,question_words,متى,When ,when (question)
item_806,item_522,question_words,ماذا/ ايش (إيش هذا)/ (ايش دا),What ,what
item_807,item_524,question_words,اين/ فين,Where ,where (question)
item_808,item_521,question_words,لماذا (ليش),Why ,why
item_809,item_525,pronouns,هو,He ,3SG
item_810,item_531,pronouns,هذه (هادي),This (feminine),this
item_811,item_537,pronouns,لك/ حقك,Yours ,2SG.POSS
item_812,item_526,pronouns,هي,She ,3SG
item_813,item_532,pronouns,انت,You (masculine),2SG
item_814,item_538,pronouns,هذا (هدا),This (masculine) ,that
item_815,item_527,pronouns,انا,I ,1SG
item_816,,pronouns,انتم (انتو),You (plural),2PL
item_817,item_539,pronouns,ذلك (داك),That (masculine),that
item_818,item_528,pronouns,لي/ملكي (حقي),Mine ,1SG.POSS
item_819,,pronouns,هم ( همه),They ,3PL
item_820,item_540,pronouns,لها/ حقها,Hers ,3SG.POSS
item_821,,pronouns,له (حقه),His ,3SG.POSS
item_822,,pronouns,نحن (نحنا),We ,1PL
item_823,item_541,pronouns,لنا/ حقنا,Ours ,1PL.POSS
item_824,item_530,pronouns,هذول/ هدول,These,these
item_825,item_535,pronouns,إنتِ,You (feminine),2SG
item_826,,pronouns,لهم,Theirs,3PL.POSS
item_827,item_529,pronouns,هذاك/هاداك,That (masculine),that
item_828,item_534,pronouns,هنا,Here ,here
item_829,item_533,pronouns,هناك,There ,there
item_830,item_536,pronouns,هادولاك,Those ,those
item_831,item_542,negation_words,مو / مو هادا ,Not this (masculine),
item_832,item_546,negation_words,مافي ,There is nothing,
item_833,,negation_words,خلاص,Finished ,finished
item_834,item_543,negation_words,مو هنا,Not here ,
item_835,item_547,negation_words,ما أحب,I do not like ,don't like
item_836,item_550,negation_words,خلص/ خلصنا,Finished ,finished
item_837,item_544,negation_words,مو حلو ,Not nice,
item_838,item_548,negation_words,ما/ ما أبغى,I do not want ,don't want
item_839,item_551,negation_words,بح/ بح ماما,finished/ no more,
item_840,item_545,negation_words,مو حقي,Not mine,
item_841,item_549,negation_words,لا/ لا تروح,no/ do not go,
item_842,,quantifiers,جميع/كل (كله),All ,all
item_843,item_557,quantifiers,لا شىء ( ولا شي/ ولا واحد/ ولا حاجة),None/ nothing ,nothing
item_844,,quantifiers,قد بعض/ زي بعض,alike/ same,same
item_845,item_552,quantifiers,مزيد/ زيادة (كمان),More ,more
item_846,item_558,quantifiers,واحد.تاني,Another one,another
item_847,item_563,quantifiers,أنا أيضا ( أنا كمان),Me too ,
item_848,item_553,quantifiers,خمسة,Five ,five
item_849,item_559,quantifiers,مرة ثانية,Again ,again
item_850,,quantifiers,واحد/ واحدة,One ,one
item_851,,quantifiers,خلص,Finished ,finished
item_852,item_560,quantifiers,اي.واحد,Any one ,any
item_853,,quantifiers,آخر,Another ,another
item_854,,quantifiers,مختلف,Different ,different
item_855,item_561,quantifiers,بعض (شوية),Some ,some
item_856,,quantifiers,نفس الشيء,Same thing,same
item_857,,quantifiers,غيره,Another ,another
item_858,,quantifiers,آل (التعريف),Definite article = [The],the
item_859,item_567,quantifiers,أكثر,More ,more
item_860,item_556,quantifiers,اثنين (اتنين),Two ,two
item_861,item_562,quantifiers,ثلاثة (تلاته),Three ,three
item_862,item_566,quantifiers,أربعة,Four ,four
item_863,,quantifiers,سبعة,Seven ,seven
item_864,item_555,quantifiers,ثمانية (تمنيه),Eight ,eight
item_865,item_565,quantifiers,تسعة,Nine ,nine
item_866,item_554,quantifiers,عشرة,Ten ,ten
item_867,,quantifiers,ستة,Six ,six
item_868,item_564,quantifiers,كثير,A lot ,a lot
item_869,,quantifiers,قليل,few / little ,few
item_870,,quantifiers,خلاص.انتهى,Finished,finished
item_871,,quantifiers,مافي,No more/  finished ,
item_872,item_568,locations,فوق,above/ on top ,above
item_873,,locations,جنب,Next to/ beside ,next to
item_874,item_575,locations,داخل (جوه),Inside ,inside
item_875,item_569,locations,تحت/ أسفل,below/ down ,below
item_876,item_573,locations,خلف ( وراء),Behind ,behind
item_877,item_576,locations,بعيد,Away ,far
item_878,,locations,قريب,Near ,near
item_879,item_574,locations,امام (قدام),In front of ,front
item_880,item_577,locations,على,On ,on
item_881,item_571,locations,برة/ خارج,Out ,out
item_882,item_570,locations,مع,With ,with
item_883,,locations,عن,About  ,about
item_884,,locations,حول,Around ,around
item_885,,locations,لـِ,For ,for
item_886,,locations,في,In ,in
item_887,,locations,من,Of/ from ,of
item_888,,locations,بـِ,With ,with
item_889,,locations,خلال,Through ,through
item_890,item_572,locations,هنا,Here ,here
item_891,,locations,أعلى,On top of ,on top of
item_892,,connecting_words,إلى,To ,to
item_893,,connecting_words,و,And ,and
item_894,,connecting_words,إلا,Except ,
item_895,item_581,connecting_words,لو,If ,if
item_896,item_579,connecting_words,لكن,But ,but
item_897,item_580,connecting_words,لأن,Because ,because
item_898,item_578,connecting_words,كمان,Also,also
item_899,,connecting_words,إذا,If ,if
item_900,,animals,,dolphin,dolphin
item_901,,animals,,falcon,
item_902,,toys,,slime,
item_903,item_584,toys,,whistle,whistle (object)
item_904,item_586,food_drink,,nutella,nutella
item_905,,food_drink,,peanut butter,peanut butter
item_906,,food_drink,,noodles,noodles
item_907,,food_drink,,fry bread,
item_908,,clothing,,hair clip,hair clip
item_909,item_585,household,,iPad,
item_910,,household,,shampoo,shampoo
item_911,,furniture_rooms,,basket,basket
item_912,,action_words,,show,show
item_913,,action_words,,go,go
item_914,,action_words,,walk,walk
item_915,,action_words,,joke (verb),
item_916,,action_words,,mix,mix
item_917,,action_words,,build,build
item_918,,pronouns,,his.2,3SG.POSS
item_919,,pronouns,,your (plural),2PL.POSS
item_920,,pronouns,,his,3SG.POSS
item_921,,quantifiers,,first,first
,item_391,action_words,يطّلع,Throw up ,
,item_453,action_words,يخرّج,Throw up ,
,item_462,action_words,ينزل,Bring down ,
,item_467,action_words,ينتبه,Pay attention ,
